Node ID	Title	Body	Year	Category	Course	DateCreated	Repository	Collection	Source	Copyright	Production Company	Copyright Notes	Film Title	Director	Photographer	Form/Genre	Location	Physical Description	Notes	File path	File id	File: Name	All Files	Image: Display Image
447	Letter from John Steinbeck to Pare Lorentz	Repository:هتColumbia University Rare Books & Manuscript LibraryCollection:هتPare Lorentz Papers		Documentary Tradition			Columbia University Rare Books & Manuscript Library	Pare Lorentz Papers												sites/files/gainesfilm/images/110094043.jpg	916	_original	_original | thumbnail | preview	
447	Letter from John Steinbeck to Pare Lorentz	Repository:هتColumbia University Rare Books & Manuscript LibraryCollection:هتPare Lorentz Papers		Documentary Tradition			Columbia University Rare Books & Manuscript Library	Pare Lorentz Papers												sites/files/gainesfilm/images/110094043.thumbnail.jpg	917	thumbnail	_original | thumbnail | preview	
447	Letter from John Steinbeck to Pare Lorentz	Repository:هتColumbia University Rare Books & Manuscript LibraryCollection:هتPare Lorentz Papers		Documentary Tradition			Columbia University Rare Books & Manuscript Library	Pare Lorentz Papers												sites/files/gainesfilm/images/110094043.preview.jpg	918	preview	_original | thumbnail | preview	
449	Letter from John Steinbeck to Pere Lorentz	Repository:هتColumbia University Rare Books & Manuscript LibraryCollection:هتPare Lorentz Papers		Documentary Tradition	Documentary Tradition		Columbia University Rare Books & Manuscript Library	Pare Lorentz Papers																
450	Letter from John Steinbeck to Pere Lorentz - Page 1	Repository:هتColumbia University Rare Books & Manuscript LibraryCollection:هتPare Lorentz Papers		Documentary Tradition			Columbia University Rare Books & Manuscript Library	Pare Lorentz Papers																
451	Letter from John Steinbeck to Pere Lorentz - Page 2	Repository:هتColumbia University Rare Books & Manuscript LibraryCollection:هتPare Lorentz Papers		Documentary Tradition			Columbia University Rare Books & Manuscript Library	Pare Lorentz Papers																
406	Letter from Margaret Burke White Re: Robert Flaherty and Eisenstein	Source:هتBox 7  Correspondences 1930Repository:هتRare Book and Manuscript Library  Columbia UniversityCollection:هتRobert Flaherty PapersYear:هت1930	1930	Documentary Tradition	Documentary Tradition	1930	Rare Book and Manuscript Library  Columbia University	Robert Flaherty Papers	Box 7  Correspondences 1930															
403	Letter from Richard Griffith (MOMA film library) to Robert Flaherty Re: The Land (1942)	Source:هتBox 27  Folder: The 24hr IslandRepository:هتRare Book and Manuscript Library  Columbia UniversityCollection:هتRobert Flaherty PapersYear:هت1941	1941	Documentary Tradition	Documentary Tradition Historiography	1941	Rare Book and Manuscript Library  Columbia University	Robert Flaherty Papers	Box 27  Folder: The 24hr Island															
258	Letter from Technicolor to Movietone About Lowering Their Prices  p. 1	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتSponable PapersYear:هت1940Location:هتBox 53  Technicolor - Agreements  contracts and pricesNotes:هتApril 18  1940	1940	Technological History		1940	Rare Book & Manuscript Library  Columbia University	Sponable Papers									Box 53  Technicolor - Agreements  contracts and prices		4/18/1940					
259	Letter from Technicolor to Movietone About Lowering Their Prices  p. 2	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتSponable PapersYear:هت1940Location:هتBox 53  Technicolor - Agreements  contracts and pricesNotes:هتApril 18  1940	1940	Technological History		1940	Rare Book & Manuscript Library  Columbia University	Sponable Papers									Box 53  Technicolor - Agreements  contracts and prices		4/18/1940					
256	Letter from Walter Reade to Sponable confirming his presence at the demonstration	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتSponable PapersYear:هت1949Location:هتBox 42  Folder Television  Large-Screen - DemonstrationPhysical Description:هتTyped letter; letterhead: Offices ot the Walter Reade TheatresNotes:هتMarch 22  1949	1949	Technological History	Historiography	1949	Rare Book & Manuscript Library  Columbia University	Sponable Papers									Box 42  Folder Television  Large-Screen - Demonstration	Typed letter; letterhead: Offices ot the Walter Reade Theatres	3/22/1949					
252	Letter to George Mitchell from Sponable Requesting Changes on Aperture Size to Fit Audio Track	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتSponable PapersYear:هت1929Location:هتBox 10  Folder Grandeur - Mitchell Camera Corp  1929-1930Notes:هتFebruary 20  1929	1929	Technological History		1929	Rare Book & Manuscript Library  Columbia University	Sponable Papers									Box 10  Folder Grandeur - Mitchell Camera Corp  1929-1930		2/20/1929					
432	Location scouting still for Ecce Homo shoot (Children playing in empty lot; In Back of Briggs Body Plant  Detroit)	Repository:هتColumbia University Rare Books & Manuscript LibraryCollection:هتPare Lorentz PapersDirector:هتPare Lorentz		Documentary Tradition			Columbia University Rare Books & Manuscript Library	Pare Lorentz Papers						Pare Lorentz										
105	Lotte Reininger	Repository:هتMuseum of Modern Art stills library		Women Film Pioneers	Historiography		Museum of Modern Art stills library																	
272	Lousiana Story: Photograph of Robert Flaherty directing his actors	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتFlaherty  Robert PapersFilm Title:هتLousiana StoryLocation:هتBox 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it.Director:هتFlahertyNotes:هتCaption reads: "Robert Flaherty let the camera see everything  avid as a child filled with a childlike wonder. His pet word was 'marvelous'. Everything was marvelous  and his enthusiasm was equaled only by his patience." -- Frances Flaherty  The Odyssey of a Film-Maker."					Rare Book & Manuscript Library  Columbia University	Flaherty  Robert Papers					Lousiana Story	Flaherty			Box 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it."		Caption reads: Robert Flaherty let the camera see everything  avid as a child filled with a childlike wonder. His pet word was 'marvelous'. Everything was marvelous  and his enthusiasm was equaled only by his patience." -- Frances Flaherty  The Odyssey of a Film-Maker."	sites/files/gainesfilm/images/1000102117.jpg	574	_original	_original | thumbnail | preview	
272	Lousiana Story: Photograph of Robert Flaherty directing his actors	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتFlaherty  Robert PapersFilm Title:هتLousiana StoryLocation:هتBox 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it.Director:هتFlahertyNotes:هتCaption reads: "Robert Flaherty let the camera see everything  avid as a child filled with a childlike wonder. His pet word was 'marvelous'. Everything was marvelous  and his enthusiasm was equaled only by his patience." -- Frances Flaherty  The Odyssey of a Film-Maker."					Rare Book & Manuscript Library  Columbia University	Flaherty  Robert Papers					Lousiana Story	Flaherty			Box 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it."		Caption reads: Robert Flaherty let the camera see everything  avid as a child filled with a childlike wonder. His pet word was 'marvelous'. Everything was marvelous  and his enthusiasm was equaled only by his patience." -- Frances Flaherty  The Odyssey of a Film-Maker."	sites/files/gainesfilm/images/1000102117.thumbnail.jpg	575	thumbnail	_original | thumbnail | preview	
272	Lousiana Story: Photograph of Robert Flaherty directing his actors	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتFlaherty  Robert PapersFilm Title:هتLousiana StoryLocation:هتBox 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it.Director:هتFlahertyNotes:هتCaption reads: "Robert Flaherty let the camera see everything  avid as a child filled with a childlike wonder. His pet word was 'marvelous'. Everything was marvelous  and his enthusiasm was equaled only by his patience." -- Frances Flaherty  The Odyssey of a Film-Maker."					Rare Book & Manuscript Library  Columbia University	Flaherty  Robert Papers					Lousiana Story	Flaherty			Box 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it."		Caption reads: Robert Flaherty let the camera see everything  avid as a child filled with a childlike wonder. His pet word was 'marvelous'. Everything was marvelous  and his enthusiasm was equaled only by his patience." -- Frances Flaherty  The Odyssey of a Film-Maker."	sites/files/gainesfilm/images/1000102117.preview.jpg	576	preview	_original | thumbnail | preview	
177	Luce's Press Clipping Bureau: ADVERTISEMENT  The Fight For Life""	Source:هتMotion Picture Herald  NYCRepository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersYear:هت1940Location:هتBox 18  Folder 2 Series II.IPhysical Description:هتAdvertisement clipping with brief article below. Large font reads CHILDBIRTH"Notes:هتOctober 19  1940  "	1940			1940	Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers	Motion Picture Herald  NYC								Box 18  Folder 2 Series II.I	Advertisement clipping with brief article below. Large font reads CHILDBIRTH""	10/19/1940					
179	Luce's Press Clipping Bureau: OFFENSIVE MOVIE ADVERTISING (only clipping  attached to booklet)	Source:هتPrinter's InkRepository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersYear:هت1940Location:هتBox 18  Folder 2 Series II.1Physical Description:هتLetter to the Editor of Printer's InkNotes:هتNovember 8  1940	1940			1940	Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers	Printer's Ink								Box 18  Folder 2 Series II.1	Letter to the Editor of Printer's Ink	11/8/1940					
49	Manifesto			Avant-Garde Historiography	Historiography																			
89	Marion Fairfax	Repository:هتBritish Film Institute		Women Film Pioneers	Historiography		British Film Institute																	
97	Marion Leonard			Women Film Pioneers	Historiography																			
246	Mitchell Motion Picture Camera booklet  Condensed Features" page"	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتSponable PapersLocation:هتBox 10  Folder Grandeur - Mitchell Camera Corp  1929-1930		Technological History			Rare Book & Manuscript Library  Columbia University	Sponable Papers									Box 10  Folder Grandeur - Mitchell Camera Corp  1929-1930							
245	Mitchell Motion Picture Camera booklet  Introduction" page"	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتSponable PapersLocation:هتBox 10  Folder Grandeur - Mitchell Camera Corp  1929-1930		Technological History			Rare Book & Manuscript Library  Columbia University	Sponable Papers									Box 10  Folder Grandeur - Mitchell Camera Corp  1929-1930							
244	Mitchell Motion Picture Camera Booklet  cover	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتSponable PapersYear:هت1927?Location:هتBox 10  Folder Grandeur - Mitchell Camera Corp  1929-1930Physical Description:هتCamera Booklet  cover Notes:هتAugust  1927?	1927?	Technological History		1927?	Rare Book & Manuscript Library  Columbia University	Sponable Papers									Box 10  Folder Grandeur - Mitchell Camera Corp  1929-1930	Camera Booklet  cover	August  1927?					
247	Mitchell Motion Picture Camera booklet  first image of camera	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتSponable PapersLocation:هتBox 10  Folder Grandeur - Mitchell Camera Corp  1929-1930		Technological History			Rare Book & Manuscript Library  Columbia University	Sponable Papers									Box 10  Folder Grandeur - Mitchell Camera Corp  1929-1930							
248	Mitchell Motion Picture Camera booklet  Second image of camera	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتSponable PapersLocation:هتBox 10  Folder Grandeur - Mitchell Camera Corp  1929-1930		Technological History			Rare Book & Manuscript Library  Columbia University	Sponable Papers									Box 10  Folder Grandeur - Mitchell Camera Corp  1929-1930							
401	Nanuk Der Eskimo (Nanook of The North) Austrian Poster	Visible Evidence  Robert Flaherty  Nanook of the NorthSource:هتBox 22Repository:هتRare Book and Manuscript Library  Columbia UniversityCollection:هتRobert Flaherty PapersYear:هت1965Film Title:هتNanook of the NorthDirector:هتRobert FlahertyPhysical Description:هتVisible Evidence  Robert Flaherty  Nanook of the North	1965	Documentary Tradition	Documentary Tradition Historiography	1965	Rare Book and Manuscript Library  Columbia University	Robert Flaherty Papers	Box 22				Nanook of the North	Robert Flaherty				Visible Evidence  Robert Flaherty  Nanook of the North		sites/files/gainesfilm/images/110094006.jpg	779	_original	_original | thumbnail | preview	
401	Nanuk Der Eskimo (Nanook of The North) Austrian Poster	Visible Evidence  Robert Flaherty  Nanook of the NorthSource:هتBox 22Repository:هتRare Book and Manuscript Library  Columbia UniversityCollection:هتRobert Flaherty PapersYear:هت1965Film Title:هتNanook of the NorthDirector:هتRobert FlahertyPhysical Description:هتVisible Evidence  Robert Flaherty  Nanook of the North	1965	Documentary Tradition	Documentary Tradition Historiography	1965	Rare Book and Manuscript Library  Columbia University	Robert Flaherty Papers	Box 22				Nanook of the North	Robert Flaherty				Visible Evidence  Robert Flaherty  Nanook of the North		sites/files/gainesfilm/images/110094006.thumbnail.jpg	780	thumbnail	_original | thumbnail | preview	
401	Nanuk Der Eskimo (Nanook of The North) Austrian Poster	Visible Evidence  Robert Flaherty  Nanook of the NorthSource:هتBox 22Repository:هتRare Book and Manuscript Library  Columbia UniversityCollection:هتRobert Flaherty PapersYear:هت1965Film Title:هتNanook of the NorthDirector:هتRobert FlahertyPhysical Description:هتVisible Evidence  Robert Flaherty  Nanook of the North	1965	Documentary Tradition	Documentary Tradition Historiography	1965	Rare Book and Manuscript Library  Columbia University	Robert Flaherty Papers	Box 22				Nanook of the North	Robert Flaherty				Visible Evidence  Robert Flaherty  Nanook of the North		sites/files/gainesfilm/images/110094006.preview.jpg	781	preview	_original | thumbnail | preview	
106	Nell Shipman	Repository:هتBoise State University  Boise  IdahoYear:هت1923Film Title:هتThe Trail of the North WindDirector:هتNeil ShipmanNotes:هتOn the set of The Trail of the North Wind" (1923)"	1923	Women Film Pioneers	Historiography	1923	Boise State University  Boise  Idaho						The Trail of the North Wind	Neil Shipman					On the set of The Trail of the North Wind" (1923)"					
173	No Place to Hide outline	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersYear:هت1949-1950Location:هتBox 145  Original Outline  1949-1950Physical Description:هتPage (Introduction)	1949-1950			1949-1950	Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 145  Original Outline  1949-1950	Page (Introduction)						
418	No Place to Hide Publicity Pamphlet	Source:هتBox 6  Folder 4Repository:هتRare Book and Manuscript Library  Columbia UniversityCollection:هتAmos Vogel Papers Film Title:هتNo Place to Hide		Avant-Garde Historiography	Historiography		Rare Book and Manuscript Library  Columbia University	Amos Vogel Papers	Box 6  Folder 4				No Place to Hide											
419	No Place to Hide Publicity Pamphlet				Documentary Tradition																			
174	No Place to Hide scene script (cover)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersYear:هت1949Location:هتBox 145  Final Corrections - Scientists No Place to Hide"Physical Description:هتScript: coverNotes:هتMay 19  1949  "	1949			1949	Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 145  Final Corrections - Scientists No Place to Hide""	Script: cover	5/19/1949					
175	No Place to Hide scene script (p. 1)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersYear:هت1949Location:هتBox 145  Final Corrections - Scientists No Place to Hide"Physical Description:هتScript: p.1Notes:هتMay 19  1949  "	1949			1949	Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 145  Final Corrections - Scientists No Place to Hide""	Script: p.1	5/19/1949					
176	No Place to Hide scene script (p. 2)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersYear:هت1949Location:هتBox 145  Final Corrections - Scientists No Place to Hide"Physical Description:هتScript: p. 2Notes:هتMay 19  1949  "	1949			1949	Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 145  Final Corrections - Scientists No Place to Hide""	Script: p. 2	5/19/1949					
110	Noble Johnson and Harry Gant	Source:هتLincoln Motion Picture Co.Repository:هتUCLA Special CollectionsCollection:هتGeorge P. Johnson Collection		Silent African American Cinema	Historiography		UCLA Special Collections	George P. Johnson Collection	Lincoln Motion Picture Co.															
312	Parker Tyler  Rashomon as Modern Art" (1 of 7)"	Year:هت1952Notes:هتCinema 16 pamphlet  1952; Included: illustration of cover	1952	Avant-Garde Historiography	Historiography	1952													Cinema 16 pamphlet  1952; Included: illustration of cover					
313	Parker Tyler  Rashomon as Modern Art" (2 of 7)"	Year:هت1952Notes:هتCinema 16 pamphlet  1952; Included: illustration of cover	1952	Avant-Garde Historiography	Historiography	1952													Cinema 16 pamphlet  1952; Included: illustration of cover					
314	Parker Tyler  Rashomon as Modern Art" (3 of 7)"	Year:هت1952Notes:هتCinema 16 pamphlet  1952; Included: illustration of cover	1952	Avant-Garde Historiography	Historiography	1952													Cinema 16 pamphlet  1952; Included: illustration of cover					
315	Parker Tyler  Rashomon as Modern Art" (4 of 7)"	Year:هت1952Notes:هتCinema 16 pamphlet  1952; Included: illustration of cover	1952	Avant-Garde Historiography	Historiography	1952													Cinema 16 pamphlet  1952; Included: illustration of cover					
316	Parker Tyler  Rashomon as Modern Art" (5 of 7)"	Year:هت1952Notes:هتCinema 16 pamphlet  1952; Included: illustration of cover	1952	Avant-Garde Historiography	Historiography	1952													Cinema 16 pamphlet  1952; Included: illustration of cover					
317	Parker Tyler  Rashomon as Modern Art" (6 of 7)"	Year:هت1952Notes:هتCinema 16 pamphlet  1952; Included: illustration of cover	1952	Avant-Garde Historiography	Historiography	1952													Cinema 16 pamphlet  1952; Included: illustration of cover					
318	Parker Tyler  Rashomon as Modern Art" (7 of 7)"	Year:هت1952Notes:هتCinema 16 pamphlet  1952; Included: illustration of cover	1952	Avant-Garde Historiography	Historiography	1952													Cinema 16 pamphlet  1952; Included: illustration of cover					
238	Photo of Fox Studios  Stage 6 (#3)	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersYear:هت1930Location:هتBox 28  folder 1Physical Description:هتPhotographNotes:هتback reads: Stages 5 and 6 #3 | Stages 5 and 6  recently completed at Movietone City  make a total of nine model sound stages built especially for the production of all-talking pictures. Erection of additional stages comes in preparation of the concentration of all Fox Film activities at Movietone City by early in 1931. "	1930	Motion Picture Set Design	Historiography	1930	Rare Book & Manuscript Library  Columbia University	Joseph Urban papers									Box 28  folder 1	Photograph	back reads: Stages 5 and 6 #3 | Stages 5 and 6  recently completed at Movietone City  make a total of nine model sound stages built especially for the production of all-talking pictures. Erection of additional stages comes in preparation of the concentration of all Fox Film activities at Movietone City by early in 1931. "					
239	Photo of interior garden	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersYear:هت1930Location:هتBox 28  folder 1Physical Description:هتPhotographNotes:هتBack reads: Photo shows patio of Hall of Music at Fox-Movietone City. Muse of Music  sculptured by Mahonri Young. Plaques above the doorways bear the likeness of great composers in bas-relief. In this building Fox song-writers  composers and musicians work under ideal conditions. "	1930	Motion Picture Set Design	Historiography	1930	Rare Book & Manuscript Library  Columbia University	Joseph Urban papers									Box 28  folder 1	Photograph	Back reads: Photo shows patio of Hall of Music at Fox-Movietone City. Muse of Music  sculptured by Mahonri Young. Plaques above the doorways bear the likeness of great composers in bas-relief. In this building Fox song-writers  composers and musicians work under ideal conditions. "					
230	Photo of Marion Davies as Bride	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersYear:هت1921Film Title:هتBride's PlayLocation:هتBox 26  Folder 11Physical Description:هتPhotographNotes:هتwith Marion Davies	1921	Celebrity Culture	Historiography	1921	Rare Book & Manuscript Library  Columbia University	Joseph Urban papers					Bride's Play				Box 26  Folder 11	Photograph	with Marion Davies					
240	Photo of Sketch: Beach Scenario	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersYear:هت1931Film Title:هتEast LynneLocation:هتBox 28  Folder 3Director:هتFrank LloydPhysical Description:هتPhotograph of b/w sketch	1931	Motion Picture Set Design	Historiography	1931	Rare Book & Manuscript Library  Columbia University	Joseph Urban papers					East Lynne	Frank Lloyd			Box 28  Folder 3	Photograph of b/w sketch						
269	Photograph of The Louisiana Story" - boat sailing through trees"	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتFlaherty  Robert PapersFilm Title:هتLouisiana StoryLocation:هتBox 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it.Director:هتFlaherty"					Rare Book & Manuscript Library  Columbia University	Flaherty  Robert Papers					Louisiana Story	Flaherty			Box 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it."			sites/files/gainesfilm/images/1000102114.jpg	565	_original	_original | thumbnail | preview	
269	Photograph of The Louisiana Story" - boat sailing through trees"	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتFlaherty  Robert PapersFilm Title:هتLouisiana StoryLocation:هتBox 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it.Director:هتFlaherty"					Rare Book & Manuscript Library  Columbia University	Flaherty  Robert Papers					Louisiana Story	Flaherty			Box 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it."			sites/files/gainesfilm/images/1000102114.thumbnail.jpg	566	thumbnail	_original | thumbnail | preview	
269	Photograph of The Louisiana Story" - boat sailing through trees"	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتFlaherty  Robert PapersFilm Title:هتLouisiana StoryLocation:هتBox 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it.Director:هتFlaherty"					Rare Book & Manuscript Library  Columbia University	Flaherty  Robert Papers					Louisiana Story	Flaherty			Box 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it."			sites/files/gainesfilm/images/1000102114.preview.jpg	567	preview	_original | thumbnail | preview	
227	Photograph of altar	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersYear:هت1921Film Title:هتBuried Treasure (?) or Bride's Play (?)Location:هتBox 26  Folder 7Director:هتGeorge D. BakerPhysical Description:هتPhotographNotes:هتwith Marion Davies.    Back reads: Interior of Small Chapel - 'Bride's Play'""	1921	Motion Picture Set Design	Historiography	1921	Rare Book & Manuscript Library  Columbia University	Joseph Urban papers					Buried Treasure (?) or Bride's Play (?)	George D. Baker			Box 26  Folder 7	Photograph	with Marion Davies.    Back reads: Interior of Small Chapel - 'Bride's Play'""					
255	Photograph of Auditorium Prior to Demonstration: Prototype of Theatre TV Equipment Forecast by Year's End""	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتSponable PapersYear:هت1949Location:هتBox 42  Folder Television  Large-Screen - DemonstrationPhysical Description:هتPhotographNotes:هتCaption reads: Lates equipment for projection of theatre-size television images (15 by 20 feet)  which was demonstrated by the Radio Corporation of America for the first time on April 4 (1949) at the 65th semi-annual convention of the Society of Motion Picture Engineers at the Hotel Statler (New York)  is given a pre-showing inspection by representatives of RCA and the SMPE. Left to right: Earl Spicer of RCA's Hollywood Film Recording Section  shown with remote control console; and Earl I. Sponable  president of the SMPE; Barton Kreuzer  Manager of RCA Film Recording and Theatre Equipment; and W. W. Watts  Vice-president in charge of RCA Engineering Products Department  shown below optical barrel which is the only unit in the new equipment which need be located in the theatre auditorium. Engineering advances in the new system have extended the maximum projection throw from 40 feet to 65 feet. Mr. Kreuzer said RCA expects to be in a position to manufacture professional equipment of this type in pilot run quantities in the near future  possibly by the end of 1949.    Date: April 4  1949	1949	Technological History		1949	Rare Book & Manuscript Library  Columbia University	Sponable Papers									Box 42  Folder Television  Large-Screen - Demonstration	Photograph	Caption reads: Lates equipment for projection of theatre-size television images (15 by 20 feet)  which was demonstrated by the Radio Corporation of America for the first time on April 4 (1949) at the 65th semi-annual convention of the Society of Motion Picture Engineers at the Hotel Statler (New York)  is given a pre-showing inspection by representatives of RCA and the SMPE. Left to right: Earl Spicer of RCA's Hollywood Film Recording Section  shown with remote control console; and Earl I. Sponable  president of the SMPE; Barton Kreuzer  Manager of RCA Film Recording and Theatre Equipment; and W. W. Watts  Vice-president in charge of RCA Engineering Products Department  shown below optical barrel which is the only unit in the new equipment which need be located in the theatre auditorium. Engineering advances in the new system have extended the maximum projection throw from 40 feet to 65 feet. Mr. Kreuzer said RCA expects to be in a position to manufacture professional equipment of this type in pilot run quantities in the near future  possibly by the end of 1949.    Date: April 4  1949					
220	Photograph of Color Key	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersLocation:هتBox 25  Folder 9		Motion Picture Set Design	Historiography		Rare Book & Manuscript Library  Columbia University	Joseph Urban papers									Box 25  Folder 9							
254	Photograph of Large-Screen TV demonstration at Hotel Statler  NYC	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتSponable PapersYear:هت1949Location:هتBox 42  Folder Television  Large-Screen - DemonstrationPhysical Description:هتPhotographNotes:هتCaption reads: Members of the Society of Motion Picture Engineers saw entertainment history in the making at the Hotel Statler  in New York City  on April 4 (1949)  when RCA gave the first demonstration of its latest projection equipment for theatre-size television images (15x20 feet). Shown on the screen is a scene from a skit telecast by NBC's New York television station  WNBT  and picked up by an antenna on the roof of the hotel. Barton Kreuzer of RCA  shown at speakers rostrum  (in right rear)  said his company "expects to be in position to manufacture professional equipment based on system shown in foreground  in pilot run quantities  possibly by the end of 1949"  with expected price for single unit less than $25 000."    Date: April 4  1949  "	1949	Technological History		1949	Rare Book & Manuscript Library  Columbia University	Sponable Papers									Box 42  Folder Television  Large-Screen - Demonstration	Photograph	Caption reads: Members of the Society of Motion Picture Engineers saw entertainment history in the making at the Hotel Statler  in New York City  on April 4 (1949)  when RCA gave the first demonstration of its latest projection equipment for theatre-size television images (15x20 feet). Shown on the screen is a scene from a skit telecast by NBC's New York television station  WNBT  and picked up by an antenna on the roof of the hotel. Barton Kreuzer of RCA  shown at speakers rostrum  (in right rear)  said his company "expects to be in position to manufacture professional equipment based on system shown in foreground  in pilot run quantities  possibly by the end of 1949"  with expected price for single unit less than $25 000."    Date: April 4  1949  "					
268	Photograph of Nanook with a Gramophone	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتFlaherty  Robert PapersFilm Title:هتNanook of the NorthLocation:هتBox 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it.Director:هتFlahertyNotes:هتCaption reads: "Nanook and his family loved to listen to opera recordings played on the gramophone. According to Flaherty  "Caruso in the Pagliacci prologue with its tragic ending was to them the most comic record of the lot. Nanook shook with laughter; the children rolled with merriment on the floor.""					Rare Book & Manuscript Library  Columbia University	Flaherty  Robert Papers					Nanook of the North	Flaherty			Box 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it."		Caption reads: Nanook and his family loved to listen to opera recordings played on the gramophone. According to Flaherty  "Caruso in the Pagliacci prologue with its tragic ending was to them the most comic record of the lot. Nanook shook with laughter; the children rolled with merriment on the floor.""	sites/files/gainesfilm/images/1000102113.jpg	562	_original	_original | thumbnail | preview	
268	Photograph of Nanook with a Gramophone	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتFlaherty  Robert PapersFilm Title:هتNanook of the NorthLocation:هتBox 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it.Director:هتFlahertyNotes:هتCaption reads: "Nanook and his family loved to listen to opera recordings played on the gramophone. According to Flaherty  "Caruso in the Pagliacci prologue with its tragic ending was to them the most comic record of the lot. Nanook shook with laughter; the children rolled with merriment on the floor.""					Rare Book & Manuscript Library  Columbia University	Flaherty  Robert Papers					Nanook of the North	Flaherty			Box 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it."		Caption reads: Nanook and his family loved to listen to opera recordings played on the gramophone. According to Flaherty  "Caruso in the Pagliacci prologue with its tragic ending was to them the most comic record of the lot. Nanook shook with laughter; the children rolled with merriment on the floor.""	sites/files/gainesfilm/images/1000102113.thumbnail.jpg	563	thumbnail	_original | thumbnail | preview	
